id;reference;variation_index;rhythm_type;melody;clef;alter;support_sound;height;tempo;bar;note_length;;
5080;4018;1;1B/2;d>c Bd BB AG | BB AB cB AG;&;^F;g;0;1/4=124;48-58;1/8;;
5081;4019;1;1;AG FA GF ED | GF EG FF ED;&;^F ^C ^G;a;0;0;44;1/8;;
5082;4020;1;5;DF A2 d2 | cB A2 F2 | GF E2 G2 FE F2 D2;&;^F;g;0;0;34;1/8;;
5083;4021;1;5;GB d2 g2 | fe d2 B2 | dB A2 c2 BA B2 G2;&;;c;0;0;34;1/8;;
5084;4022;1;5;AA A2 d2 | cB A2 F2 | GF E2 G2 FE F2 D2;&;^F ^C;d;0;0;34;1/8;;
5085;4023;1;5;GB d2 g2 | fe d2 B2 | dc A2 c2 BA B2 G2;&;^F;g;0;0;34;1/8;;
5086;4024;1;1;GE FD GE FD | EA AA GF EE;&;;c;0;0;24;1/8;;
5087;4025;1;5;GA G2 G2 | GA G2 G2 | cB A2 G2 EF G2 G2;&;^F;g;0;0;34;1/8;;
5088;4026;1;5;FF F2 F2 | FF F2 F2 | BA G2 F2 DF F2 F2;&;;f;0;0;34;1/8;;
5089;4026;1;5;FF F2 E2 | FG F2 F2 | BA G2 F2 DF F2 F2;&;;f;0;0;34;1/8;;
5090;4027;1;1;Ac ee de cc | Ac ee Bc AA;&;;a;0;0;24;1/8;;
5091;4028;1;1;Bd dA Bc cB | BA AG BG GG;&;^F;g;0;0;24;1/8;;
5092;4029;1;1;GE DD GA BG | AF DD GG GG;&;^F;g;0;0;48;1/8;;
5093;4030;1;1;dd BG ee cA | dd BG cc cc;&;;c;0;0;24;1/8;;
5094;4030;2;1;dd BG ee cA | dd BG !mark!G!mark!G !mark!G!mark!G;&;;c;0;0;24;1/8;;
5095;4031;1;1;GG/A/ GD BB/c/ BG | dd/e/ dc BA GG;&;^F;g;0;0;44;1/8;;
5096;4032;1;1;dg gf ed dg | Bd dc AG GG;&;^F ^C;d;0;0;24;1/8;;
5097;4033;1;1;GB AB dc BG | AB AF AG GG;&;^F;g;0;0;48;1/8;;
5098;4033;2;1;GB !mark!GB dc BG | AB AF AG GG;&;^F;g;0;0;48;1/8;;
5099;4034;1;1;FA cc dc cA | cc BA GF FF;&;_B;f;0;0;24;1/8;;
5100;4035;1;1;AA FF DF GA | GG EE DE FF;&;_B;d;0;0;0;1/8;;
5101;4035;2;1;AA FF DF GA | GG EE DE F!mark!G;&;_B;d;0;0;0;1/8;;
5102;4036;1;1;GG AG GE EE | FF EE DD DD;&;;c;0;0;44;1/8;;
5103;4037;1;1;GA Bc dd cA | dd cB AA AA;&;^F;g;0;0;48;1/8;;
5104;4037;1;1;FA Ac ee dB | dd cA GG GG;&;^F;g;0;0;48;1/8;;
5105;4038;1;1;EE ED CC CC | CC DC EE EE;&;;c;0;0;44;1/8;;
5106;4038;2;1;EE ED CC CC | !mark!D!mark!D D!mark!D EE EE;&;;c;0;0;44;1/8;;
5107;4039;1;1;EE ED CC CC | CC DC EE EE;&;;c;0;0;44;1/8;;
5108;4039;2;1;EE ED CC CC | !mark!D!mark!D D!mark!D EE EE;&;;c;0;0;44;1/8;;
5109;4040;1;1;CC EE FF CC | GG FE/F/ GG GG;&;_B _E  _A;c;0;0;44;1/8;;
5110;4040;1;1;EE GD EE DF | CC =B,D CC CC;&;_B _E  _A;c;0;0;44;1/8;;
5111;4042;1;1;AB cA dc/B/ cA | ed/e/ e/d/d/A/ cB AA;&;;a;0;0;24-34;1/8;;
5112;4043;1;1;GA BB BG GB | dB dB/A/ BA GB;&;_B  _D;f;0;0;48;1/8;;
5113;4045;1;1;EE EE ED CC | EE EE ED CC;&;;c;0;0;48;1/8;;
5114;4046;1;1;BG/B/ dB cA/c/ ec | BB/c/ dc BB BB;&;^F;g;0;0;48;1/8;;
5115;4048;1;1;AA cc ee dd | ee cB cc AA;&;;a;0;0;24;1/8;;
5116;4049;1;1;Bd dB cB AF | Ac cA BA GG;&;^F;g;0;0;44;1/8;;
5117;4050;1;1;dd BB cc AF | cc fe cc cc;&;_B;f;0;0;24;1/8;;
5118;4051;1;1;GE DD FF GG | FF EE DD DD;&;^F;g;0;0;0;1/8;;
5119;4052;1;1;cc/B/ AA CC GG | dc BE FF FF;&;_B;f;0;0;24;1/8;;
5120;4052;2;1;cc/B/ AA CC GG | d!mark!d/c/ B!mark!G F!mark!A !mark!A!mark!A;&;_B;f;0;0;24;1/8;;
5121;4053;1;1;cA BG Ac FA | AA AA GG FF;&;_B;f;0;0;24;1/8;;
5122;4054;1;1;dd dc cB BG | BB Ac AA GG;&;;c;0;0;0;1/8;;
5123;4056;1;1;AB cc FA GG | cc BB AA AA;&;_B;f;0;0;44;1/8;;
5124;4057;1;1;CE DC DG, G,G, | G,F ED EC CC;&;;c;0;0;44;1/8;;
5125;4058;1;1;dc cB BA GB | BG GB BA GG;&;^F;g;0;0;34;1/8;;
5126;4059;1;1;Bd AA Bd GG | Ac FF AB GG;&;^F;g;0;0;24;1/8;;
5127;4061;1;1;cc de fA Ad | dG GG AB cc;&;;c;0;0;0;1/8;;
5128;4062;1;1;GG/B/ dB/d/ dc/B/ AG | F/A/A/c/ ed/e/ d/c/B/A/ GG;&;^F;g;0;0;0;1/8;;
5129;4063;1;1;dB dd cB AA | cA dd BA GG;&;^F;g;0;0;24;1/8;;
5130;4063;2;1;dB dd c!mark!A AA | cA !mark!c!mark!c B!mark!G GG;&;^F;g;0;0;24;1/8;;
5131;4064;1;1;dB dd cB AA | cA dd BA GG;&;^F;g;0;0;24;1/8;;
5132;4064;2;1;dB dd c!mark!A AA | cA !mark!c!mark!c B!mark!G GG;&;^F;g;0;0;24;1/8;;
5133;4065;1;1;cc/B/ AF AG EG | BB/A/ GF AF FF;&;_B;f;0;0;44;1/8;;
5134;4065;2;1;cc/B/ AF AG EG | BB/A/ GF AF F!mark!A;&;_B;f;0;0;44;1/8;;
5135;4066;1;5;CE G2 c2 | BA G2 E2 | GG F2 D2 FF E2 C2;&;;c;0;0;0;1/8;;
5136;4067;1;1;cA AA cA BF | Fc cB/A/ cA AA;&;_B _E  _A  _D;ba;0;0;0;1/8;;
5137;4068;1;5B;E>F G2 c2 | B>A G2 E2 | G>F D2 F2 | E>D E2 C2;&;;c;0;0;0;1/8;;
5138;4069;1;1;EG BA cB BA | AG BG GE EE;&;^F;e;0;0;24;1/8;;
5139;4070;1;1;EG BA cB BA | AG BG GE EE;&;^F;e;0;0;24;1/8;;
5140;4071;1;1;BB dd cB BG | AA cc BG GG;&;^F;g;0;0;24;1/8;;
5141;4072;1;1;GB cB dd BG | BB AA GG GG;&;^F;g;0;0;44;1/8;;
5142;4072;2;1;GB !mark!dB dd BG | !mark!GB !mark!cA !mark!BG GG;&;^F;g;0;0;44;1/8;;
5143;4073;1;1;GB cB dd BG | BB AA GG GG;&;^F;g;0;0;44;1/8;;
5144;4073;2;1;GB !mark!dB dd BG | !mark!GB !mark!cA !mark!BG GG;&;^F;g;0;0;44;1/8;;
5145;4074;1;1;GB cB dd BG | BB AA GG GG;&;^F;g;0;0;44;1/8;;
5146;4074;2;1;GB !mark!dB dd BG | !mark!GB !mark!cA !mark!BG GG;&;^F;g;0;0;44;1/8;;
5147;4075;1;1;B/d/B dc BA GG | Bc BA BG GG;&;^F;g;0;0;24;1/8;;
5148;4076;1;1;BA GF EE AA | AG FE DD GG;&;^F;g;0;0;48;1/8;;
5149;4077;1;1;GA BA cB BB | BA AA AG GG;&;;c;0;0;48;1/8;;
5150;4078;1;1;GG AA GA BA | AA BA FA GG;&;^F;g;0;0;24;1/8;;
5151;4079;1;1;GG FF ED AA | AB cA GG GG;&;^F;g;0;0;24;1/8;;
5152;4080;1;1;GB/A/ GB cB/A/ GG | Bd cB/A/ GB/A/ GG;&;;c;0;0;0;1/8;;
5153;4081;1;1;ee ed cB Bc | dd cB BA AA;&;^F ^C ^G;a;0;0;24;1/8;;
5154;4081;2;1;ee !mark!d!mark!c cB Bc | dd cB BA A!mark!c;&;^F ^C ^G;a;0;0;24;1/8;;
5155;4082;1;1;EE FE ED DD | DD GD DC CC;&;;c;0;0;44;1/8;;
5156;4083;1;1;EE FE ED DD | DD GD DC CC;&;;c;0;0;44;1/8;;
5157;4084;1;9A;D | E2 E D2 D G2 G F2 | F | E2 E D2 D C2 B, D2;&;^F;g;0;0;68;1/8;;
5158;4085;1;1;cB GG AA BB | AA GG FF FF;&;_B;f;0;0;44;1/8;;
5159;4086;1;1;Gc BA AG EG | GG FD CC CC;&;;c;0;1/4=85;24;1/8;;
5160;4087;1;1;BB AA GB, DD | EE CE ED DD;&;^F;g;0;0;48;1/8;;
5161;4088;1;1;BB AA GB, DD | EE CE ED DD;&;^F;g;0;1/8=168;48;1/8;;
5162;4089;1;1;EA AG GF ED | CG, CC DD EE;&;;a;0;0;44;1/8;;
5163;4090;1;9A;d | d2 B c2 d d2 G G/A/2 | B | B2 A A2 G A2 G G2;&;^F;g;0;1/8=168;38;1/8;;
5164;4091;1;1;dd BB/c/ dd GG/A/ | BB AA GG GG;&;^F;g;0;1/4=60;48;1/8;;
5165;4092;1;9A;d | d2 B c2 d d2 G G/A/2 | B | B2 A A2 G G2 G G2;&;^F;g;0;1/8=168;38;1/8;;
5166;4093;1;9A;G | F2 G E2 D B,2 D B,2 | A, | D2 A, A,2 G,/G,/ B,2 D, D,2;&;^F;g;0;0;68;1/8;;
5167;4094;1;1;D/F/F/A/ AF/A/ AG/F/ EE | E/F/G/B/ BA/B/ AA/G/ FF;&;^F ^C;d;0;1/4=88;44;1/8;;
5168;4096;1;1;GG BB dd BB | cc BB AA GG;&;^F;g;0;0;48;1/8;;
5169;4096;2;1;GG BB dd BB | cc B!mark!A AA GG;&;^F;g;0;0;48;1/8;;
5170;4097;1;1;GA GF ED DF | FA FF ED DD;&;;c;0;0;44;1/8;;
5171;4098;1;1;de dc BA GG | ed dc Bc dd;&;_B _E;bh;0;0;24;1/8;;
5172;4098;2;1;!mark!f!mark!d dc BA GG | ed dc Bc dd;&;_B _E;bh;0;0;24;1/8;;
5173;4100;1;1;dG BG FA AB | cF cF GG GG;&;^F;g;0;0;24;1/8;;
5174;4101;1;1;GD cc BA GD | EC CG GD FF;&;^F;g;0;0;24;1/8;;
5175;4102;1;1;Gc ce ed dB | dc Ac cB GG;&;^F;g;0;0;48;1/8;;
5176;4103;1;1;dB AA BB cc | BB AA GG GG;&;^F;g;0;0;48;1/8;;
5177;4103;2;1;dB AA BB cc | BB AA GG G!mark!B;&;^F;g;0;0;48;1/8;;
5178;4104;1;1;cG A/G/F/E/ D/E/F/D/ G/F/E/D/ | C/E/G/F/ E/G/B B/d/A/B/ c/G/c;&;;c;0;0;44;1/8;;
5179;4105;1;1;cG A/G/F/E/ D/E/F/D/ G/F/E/D/ | C/E/G/F/ E/G/B B/d/A/B/ c/G/c;&;;c;0;0;44;1/8;;
5180;4106;1;1;ee Bc dc BA | cc BA GE AA;&;^G;a;0;0;24;1/8;;
5181;4106;2;1;ee Bc dc BA | cc BA G!mark!A !mark!B!mark!B;&;^G;a;0;0;24;1/8;;
5182;4107;1;1;GB AG/A/ BA/F/ GE | GE DD EG/F/ EE;&;^F ^D;e;0;0;44;1/8;;
5183;4108;1;1;dc Bd cc BG | BB Ac BB AG;&;^F;g;0;0;24;1/8;;
5184;4109;1;1;dc Bd/B/ cc BB | GG BA cc BB;&;;c;0;0;24;1/8;;
5185;4110;1;1;dc Bd/B/ cc BB | GG BA cc BB;&;;c;0;0;0;1/8;;
5186;4111;1;1;dc Bd/B/ cc BB | GG BA cc BB;&;;c;0;0;0;1/8;;
5187;4112;1;1;dd/c/ Bd cc BB | GG BA/B/ cc BB;&;^F;g;0;0;24;1/8;;
5188;4113;1;1;cB Ac BB AA | FF AG/A/ BB AA;&;_B;f;0;0;44;1/8;;
5189;4114;1;1;cA Ac BA AG | FF GA BA AA;&;_B;f;0;0;24;1/8;;
5190;4115;1;1;B,F, B,D FE CC | EC EC B,A, B,B,;&;_B _E;bh;0;0;44;1/8;;
5191;4116;1;1;cA GG cB ce | dc BA AG GG;&;;c;0;0;0;1/8;;
5192;4117;1;1;CE EF AG GG | ^FG GD DE EE;&;;c;0;0;44;1/8;;
5193;4118;1;1;dd AA BB dd | Bc AF GB AA;&;^F;g;0;0;24;1/8;;
5194;4118;2;1;!mark!Bd !mark!cA BB !mark!B!mark!G | Bc AF GB AA;&;^F;g;0;0;24;1/8;;
5195;4120;1;1;GG G/F/E/F/ GA BB | BB B/A/E/F/ GA GG;&;;c;0;0;0;1/8;;
5196;4120;2;1;GG G/F/E/F/ GA !mark!G!mark!G | !mark!G!mark!G !mark!G/F/!mark!G/A/ !mark!BA !mark!B!mark!B;&;;c;0;0;0;1/8;;
5197;4121;1;1;cc cc BA GG | dc BA GG GG;&;;c;0;0;24;1/8;;
5198;4122;1;1;EG G/F/E/F/ GA BB | BB B/A/G/A/ BA BB;&;^F;g;0;0;44-68-44-58;1/8;;
5199;4122;2;1;EG G/F/E/F/ GA !mark!G!mark!G | !mark!E!mark!G !mark!G/F/!mark!E/F/ !mark!GA !mark!G!mark!G;&;^F;g;0;0;44-68-44-58;1/8;;
5200;4123;1;1;GG GA BA GG | DD FD CC CC;&;_B;f;0;0;24;1/8;;
5201;4124;1;1;GG AA BA GG | FF AA BA GG;&;^F;g;0;0;24;1/8;;
5202;4128;1;9;B2 A G2 D c2 B A2 d | e2 d c2 B A2 G A2 G;&;^F;g;0;0;68;1/8;;
5203;4128;2;9;B2 A G2 D c2 B A2 d | !mark!c2 !mark!B !mark!A2 !mark!G !mark!F2 G A2 !mark!D;&;^F;g;0;0;68;1/8;;
5204;4129;1;9;A2 G F2 C B2 A G2 c | c2 A F/E/2 F G2 F F2 C;&;^F ^C ^G;#f;0;0;68;1/8;;
5205;4130;1;9A;B | A2 G D2 c B2 A B2 | d | c2 B/A/ ^F2 G G2 G G2;&;_B _E;g;0;0;38;1/8;;
5206;4130;2;9A;B | A2 G D2 c B2 A B2 | !mark!c | !mark!B2 !mark!A/G/ ^F2 G G2 !mark!D !mark!D2;&;_B _E;g;0;0;38;1/8;;
5207;4131;1;9;c2 B A2 d d2 c B2 e | e/c/2 B A/G/2 A B2 E E2 E;&;;a;0;1/4=46;0;1/8;;
5208;4131;2;9;c2 B A2 !mark!E d2 c B2 e | e/c/2 B A/G/2 A B2 E E2 E;&;;a;0;1/4=46;0;1/8;;
5209;4134;1;9A;F | E2 D E2 G F/E/2 D A2 | B/A/ | G2 F E2 D E2 ^C D2;&;_B;d;0;1/4=48;68;1/8;;
5210;4135;1;1;dd dd cc cA | BA cc AA AA;&;_B;d;0;0;24;1/8;;
5211;4135;2;1;dd d!mark!A cc cA | BA c!mark!c/B/ AA AA;&;_B;d;0;0;24;1/8;;
5212;4138;1;1;AA EE cc AA | BB GG BB AA;&;^F ^C ^G;a;0;0;0;1/8;;
5213;4139;1;1;cc GG ee dd | cc Bc dB cc;&;;c;0;0;24;1/8;;
5214;4140;1;1;cc AA ee dd | cc Bd dB cc;&;;c;0;0;0;1/8;;
5215;4141;1;1;EE B,B, GG FE | EE DE FD EE;&;^F ^C ^G ^D;e;0;0;0;1/8;;
5216;4143;1;1/2;FF CC AA GG | FF EG GG F HF2;&;_B;f;0;0;44;1/8;;
5217;4144;1;1;GG DD BB GG | AA FF AA GG;&;^F;g;0;0;44;1/8;;
5218;4145;1;1;cc GG ee dd | cc Bd dB cc;&;;c;0;0;24;1/8;;
5219;4146;1;1;cc GG ee dd | cc Bd dB cc;&;;c;0;0;24;1/8;;
5220;4147;1;1;DD A,A, FF EE | DD CD EC DD;&;^F ^C;d;0;0;44;1/8;;
5221;4148;1;1;cG ed cA/B/ dc | cG ed cA/B/ dc;&;;c;0;0;44;1/8;;
5222;4149;1;1;dc BB AA AF | GG GB AA AB;&;_B;f;0;0;0;1/8;;
5223;4150;1;1;BB GG AA FF | AA GG FF EE;&;^F;e;0;0;24;1/8;;
5224;4151;1;1;BA GB AF EF | GG AB EE EE;&;^F;e;0;0;0;1/8;;
5225;4496;1;1;GD cc BA GE | FD DA AA GG;&;^F;g;0;0;24;1/8;;
5226;4497;1;1;GD Dc BG GG | FD DF AA/G/ GG;&;^F;g;0;0;24;1/8;;
5227;4498;1;1;GD cc BA GE | ED DA AA GG;&;^F;g;0;0;24;1/8;;
5228;4498;2;1;GD cc BA GE | ED D!mark!B A!mark!A/G/ GG;&;^F;g;0;0;24;1/8;;
5229;4499;1;1;GA/G/ AA GB, DD | EE/D/ CE DD GG;&;^F;g;0;0;24;1/8;;
5230;4282;1;1;GF/A/ GD BA/c/ BG | dd/e/ dc BA GG;&;^F;g;g�=d�;0;0;1/8;;
5231;4282;2;1;GF/A/ GD B!mark!^A/c/ BG | d!mark!^c/e/ dc BA GG;&;^F;g;g�=d�;0;0;1/8;;
5232;4283;1;1;dd ce dd AB | cc BG AA GG;&;_B _E;g;g�=h;0;0;1/8;;
5233;4284;1;1;dd ce dd AB | cc BG AA GG;&;_B _E;g;g�=c;0;0;1/8;;
5234;4284;2;1;dd ce d!mark!d/B/ AB | cc BG AA GG;&;_B _E;g;g�=c;0;0;1/8;;
5235;4285;1;1;BB Ac BA GG | BA FG AG GG;&;^F;g;g�=b;0;0;1/8;;
5236;4285;2;1;BB Ac BA GG | BA !mark!A!mark!F AG GG;&;^F;g;g�=b;0;0;1/8;;
5237;4286;1;1;GG cc BA AA | FF AA AG GG;&;;g;g�=a;0;0;1/8;;
5238;4287;1;1;BB dd AA AA | cc ed GG GG;&;^F;g;0;0;0;1/8;;
5239;4287;1;1;dd dd AA AA | dd ed GG GG;&;^F;g;0;0;0;1/8;;
5240;4288;1;1;BB dd AA AA | cc ed GG GG;&;^F;g;0;0;0;1/8;;
5241;4288;1;1;dd dd AA AA | dd ed GG GG;&;^F;g;0;0;0;1/8;;
5242;4289;1;1;BB dd AA AA | cc ed GG GG;&;^F;g;0;0;0;1/8;;
5243;4289;1;1;dd dd AA AA | dd ed GG GG;&;^F;g;0;0;0;1/8;;
5244;4290;1;1;cc dB cc dB | cc de/d/ cB cc;&;;c;0;0;0;1/8;;
5245;4291;1;1;dB GG GD AA/B/ | cA FD GG GB;&;^F;g;0;0;0;1/8;;
5246;4292;1;1;dB GG GD AA/B/ | cA FD GG GB;&;^F;g;0;0;0;1/8;;
5247;4293;1;1;AB dd dd cA | AB cd BA AA;&;_B;a;0;0;0;1/8;;
5248;4293;2;1;AB dd dd cA | !mark!cB c!mark!d/c/ BA AA;&;_B;a;0;0;0;1/8;;
5249;4295;1;1;FA cd cA cA | GA BB AA AA;&;_B;f/a?;0;0;0;1/8;;
5250;4295;2;1;FA cd cA cA | !mark!cA BB !mark!B!mark!c AA;&;_B;f/a?;0;0;0;1/8;;
5251;4296;1;9A;G | B2 B G2 G E2 D F2 | F | A2 A F2 F E2 E E2;&;^F;e;0;0;0;1/8;;
5252;4297;1;9A;G | B2 B G2 G E2 D F2 | F | A2 A F2 F E2 E E2;&;^F;f/a?;0;0;0;1/8;;
5253;4297;2;9A;G | B2 B G2 G !mark!F2 !mark!F !mark!D2 | F | A2 A F2 F E2 E E2;&;^F;f/a?;0;0;0;1/8;;
5254;4302;1;2A;FF/A/ GG FF G2 G2 | AA/c/ BB AA G2 F2;&;_B;f;0;0;0;1/8;;
5255;4303;1;1;BA Bc cB AB | BA AG GG GG;&;;g;0;0;0;1/8;;
5256;4303;2;1;BA Bc cB A!mark!A/B/ | BA !mark!GG GG GG;&;;g;0;0;0;1/8;;
5257;4304;1;1;dd dc cA AB | dc cB BA AA;&;^F;a;0;0;0;1/8;;
5258;4305;1;1;dd dc cA AB | cc cB BA AA;&;^F;a/g?;0;0;0;1/8;;
5259;4306;1;1;dd dc cA AB | dc cB BA AA;&;^F;a/g?;0;0;0;1/8;;
5260;4307;1;1;dd dc cA AB | dc cB BA AA;&;^F;a/g?;0;0;0;1/8;;
5261;4308;1;1;dB ed cA AF | dB AG GG GG;&;^F;g;0;0;0;1/8;;
5262;4308;2;1;dB ed cA A!mark!D | dB AG GG GG;&;^F;g;0;0;0;1/8;;
5263;4309;1;1;dB ed cA AF | dB B/c/A AG GB;&;^F;g;0;0;0;1/8;;
5264;4309;2;1;dB ed cA A!mark!D | dB B/c/A AG GB;&;^F;g;0;0;0;1/8;;
5265;4309;1;1;dB ed cA AF | dB AG GG GG;&;^F;g;0;0;0;1/8;;
5266;4309;2;1;dB ed cA A!mark!D | dB AG GG GG;&;^F;g;0;0;0;1/8;;
5267;4310;1;1;dB ed cA AF | dB B/c/A AG GB;&;^F;g;0;0;0;1/8;;
5268;4310;2;1;dB ed cA A!mark!D | dB B/c/A AG GB;&;^F;g;0;0;0;1/8;;
5269;4311;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;0;1/8;;
5270;4311;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;0;1/8;;
5271;4312;1;1;Ac AA AG GG | GB GG GE FF;&;_B;f;0;0;0;1/8;;
5272;4313;1;1;Ac AA AG GG | GB GG GE FF;&;_B;f;0;0;0;1/8;;
5273;4314;1;1;ed ef ed Bc | ed BB BA Ac;&;;a;e�=d;0;0;1/8;;
5274;4314;2;1;ed ef ed Bc | e!mark!e/d/ BB !mark!cA A!mark!A;&;;a;e�=d;0;0;1/8;;
5275;4315;1;1;ed ef ed Bc | ed cB cA Ac;&;;a;e�=d�;0;0;1/8;;
5276;4315;2;1;ed !mark!f!mark!e ed Bc | e!mark!e/d/ cB cA A!mark!A;&;;a;e�=d�;0;0;1/8;;
5277;4316;1;1;ed ef ed Bc | ed BB BA Ac;&;;a;e�=d;0;0;1/8;;
5278;4316;2;1;ed !mark!f!mark!e ed Bc | ed !mark!cB !mark!cA A!mark!A;&;;a;e�=d;0;0;1/8;;
5279;4317;1;1;ed ef ed Bc | ed BB BA Ac;&;;a;e�=d;0;0;1/8;;
5280;4317;2;1;ed !mark!f!mark!e ed Bc | ed !mark!cB !mark!cA A!mark!A;&;;a;e�=d;0;0;1/8;;
5281;4318;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;0;1/8;;
5282;4318;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;0;1/8;;
5283;4319;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;0;1/8;;
5284;4319;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;0;1/8;;
5285;4320;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;0;1/8;;
5286;4320;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;0;1/8;;
5287;4321;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a,g;0;0;0;1/8;;
5288;4321;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a,g;0;0;0;1/8;;
5289;4323;1;1;GG AB cE EE | FD DD AG GG;&;;g;0;0;0;1/8;;
5290;4324;1;1;GG AB cE EE | FD DD AG GG;&;;g;0;0;0;1/8;;
5291;4325;1;1;AF BA GG GG | GE AG FF FF;&;^F ^C;#f,d;0;1/4=112;0;1/8;;
5292;4326;1;1;AF BA GG GG | GE AG FF FF;&;^F ^C;#f,d;0;1/4=112;0;1/8;;
5293;4327;1;1;AF BA GG GG | GE AG FF FF;&;^F ^C;#f,d;0;1/4=112;0;1/8;;
5294;4328;1;1;ed dB BG GG | AA FF AG GG;&;^F;g;0;0;0;1/8;;
5295;4329;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5296;4329;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5297;4330;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5298;4330;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5299;4331;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5300;4331;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5301;4332;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5302;4332;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5303;4333;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5304;4333;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5305;4334;1;1;AA cA AG GG | GG BG GG FF;&;_B;f;0;0;0;1/8;;
5306;4334;2;1;AA cA AG GG | GG BG G!mark!E FF;&;_B;f;0;0;0;1/8;;
5307;4335;1;1;AA dc dB BA | dc BA AG GG;&;^F;g;0;0;0;1/8;;
5308;4336;1;1;AA dc dB BA | dc BA AG GG;&;^F;g;0;0;0;1/8;;
5309;4337;1;1;AA dc dB BA | dc BA AG GG;&;_B;g;0;0;0;1/8;;
5310;4340;1;1;dd Bc dd BB | BB AA GG GG;&;^F;g;0;0;0;1/8;;
5311;4340;2;1;d!mark!c B!mark!B/c/ dd BB | !mark!c!mark!c A!mark!A/B/ GG GG;&;^F;g;0;0;0;1/8;;
5312;4341;1;5;cd f2 f2 | ed c2 c2 | dd c2 e2 ^^ c2 c2;&;^F ^C;c;0;0;0;1/8;;
5313;110;1;1;Ac BA BA AA | Ac BA cA AA;&;;a;0;0;0;1/8;;
5314;114;1;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 GG2;&;;g;0;0;0;1/8;;
5315;114;2;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 G!mark!D2;&;;g;0;0;0;1/8;;
5316;118;1;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 GG2;&;;g;0;0;0;1/8;;
5317;118;2;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 G!mark!D2;&;;g;0;0;0;1/8;;
5318;117;1;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 GG2;&;;g;0;0;0;1/8;;
5319;117;2;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 G!mark!D2;&;;g;0;0;0;1/8;;
5320;115;1;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 GG2;&;;g;0;0;0;1/8;;
5321;115;2;4;GG/A/2 cc2 BB/A/2 AG/A/2 | cc2 BB/A/2 AG2 G!mark!D2;&;;g;0;0;0;1/8;;
5322;4369;1;1;dg Bd cB AB | ce Ac ed dd;&;^F;d/g;0;0;0;1/8;;
5323;4370;1;1;d^C de ed dB | dc cA ed dB;&;^F;h/g;0;1/8=240;0;1/8;;
5324;4371;1;1;EE AE EE/F/ GF | GF GF FE EE;&;^F;e;0;0;0;1/8;;
5325;4373;1;9;B2 B G2 G E2 E A2 A | A2 A F2 F D2 D G2 G;&;^F;g;0;0;0;1/8;;
5326;4374;1;1;AA dA AB cA | Bc AG BA AA;&;^F;a;0;0;0;1/8;;
5327;4375;1;1;ee fe cc cA | cc ed BB BB;&;_B _E  _A  _D;h/a;0;0;0;1/8;;
5328;4378;1;1;GB GE ED DD | DF FD GG GG;&;^F;g;0;0;0;1/8;;
5329;4378;1;1;DG GE EE DD | DF FD DG GG;&;^F;g;0;0;0;1/8;;
5330;4380;1;1;Ac Ac ee ee | GB GB cA AA;&;^F ^C ^G;a;0;0;0;1/8;;
5331;4381;1;2;dd gf ed c Hc2 | Be dc BA G HG2;&;;0;0;0;0;1/8;;
